dataset,method,seed,split_type,sample_count,artifact_path,accuracy,precision,recall,f1,auc,status,reason
Zenodo 11079764,apili_adapted,7,preliminary binary-stratified,50000,datasets_50k/zenodo_11079764/results/apili_adapted_metrics.json,0.936,0.9255596043727226,0.9482666666666667,0.9367755532139094,0.9806210844444444,diagnostic,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
Zenodo 11079764,apili_adapted,7/17/27,leakage-safe required,38882,"",,,,,,pending,no complete leakage-safe three-seed artifact found
Zenodo 11079764,dawngnn_reimpl,7,preliminary binary-stratified,50000,datasets_50k/zenodo_11079764/results/dawngnn_reimpl_metrics.json,0.8214666666666667,0.895635050869708,0.7277333333333333,0.8030013241135795,0.9188561422222222,diagnostic,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
Zenodo 11079764,dawngnn_reimpl,7/17/27,leakage-safe required,38882,"",,,,,,pending,no complete leakage-safe three-seed artifact found
Zenodo 11079764,deepcapa_adapted,7,preliminary binary-stratified,50000,datasets_50k/zenodo_11079764/results/deepcapa_adapted_metrics.json,0.9446666666666667,0.9364040827008636,0.9541333333333334,0.9451855765420685,0.9862989511111111,diagnostic,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
Zenodo 11079764,deepcapa_adapted,7/17/27,leakage-safe required,38882,"",,,,,,pending,no complete leakage-safe three-seed artifact found
Zenodo 11079764,gat,17,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/graph_baselines/gat/seed_17/metrics.json,0.9110082304526749,0.8588534107402032,0.947937525030036,0.9011993146773273,0.9722633877294432,usable,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
Zenodo 11079764,gat,27,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/graph_baselines/gat/seed_27/metrics.json,0.9163237311385459,0.877773599097405,0.934721665999199,0.9053529868114818,0.9712550412819222,usable,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
Zenodo 11079764,gat,7,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/graph_baselines/gat/seed_7/metrics.json,0.9194101508916324,0.8820203543158688,0.9371245494593512,0.9087378640776699,0.9712059268723667,usable,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
Zenodo 11079764,gpt4_api_bert_cnn,7,preliminary binary-stratified,50000,datasets_50k/zenodo_11079764/results/gpt4_api_bert_cnn_metrics.json,0.922,0.9135092761954534,0.9322666666666667,0.9227926620034315,0.9736564977777777,check,preliminary 50k binary-stratified split and detection threshold provenance absent; suspiciously high for confirmatory use
Zenodo 11079764,gpt4_api_bert_cnn,7/17/27,leakage-safe required,38882,"",,,,,,pending,no complete leakage-safe three-seed artifact found
Zenodo 11079764,gru,7,leakage-safe run attempted,38882,"",,,,,,check,seed 7 stopped after approximately 45 minutes because runtime was unexpectedly longer than the comparable LSTM run; no metrics or prediction artifact was produced
Zenodo 11079764,gru,17/27,leakage-safe required,38882,"",,,,,,pending,seed 7 requires runtime investigation before continuing later seeds
Zenodo 11079764,lstm,7,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/standard_baselines/lstm/seed_7/metrics.json,0.926954732510288,0.8859485650391353,0.9519423307969563,0.9177606177606178,0.9740857845006211,usable,leakage-safe artifact; data checksum matches manifest; validation-selected threshold; prediction counts match 5832-record validation/test splits; config recorded
Zenodo 11079764,lstm,17,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/standard_baselines/lstm/seed_17/metrics.json,0.9243827160493827,0.8944742900997698,0.933520224269123,0.9135802469135802,0.9742172165819374,usable,leakage-safe artifact; data checksum matches manifest; validation-selected threshold; prediction counts match 5832-record validation/test splits; config recorded
Zenodo 11079764,lstm,27,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/standard_baselines/lstm/seed_27/metrics.json,0.9214677640603567,0.8771735109137995,0.9495394473368042,0.911923076923077,0.9726454954341011,usable,leakage-safe artifact; data checksum matches manifest; validation-selected threshold; prediction counts match 5832-record validation/test splits; config recorded
Zenodo 11079764,mme_fallback,7/17/27,leakage-safe required,38882,"",,,,,,pending,no complete leakage-safe three-seed artifact found
Zenodo 11079764,mme_textcnn_fallback,7,preliminary binary-stratified,50000,datasets_50k/zenodo_11079764/results/mme_metrics.json,0.9278666666666666,0.9183833116036506,0.9392,0.9286750164798945,0.9789413333333334,diagnostic,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
Zenodo 11079764,nebula,7,preliminary binary-stratified,50000,datasets_50k/zenodo_11079764/results/nebula_metrics.json,0.8025333333333333,0.836347465164542,0.7522666666666666,0.7920819879264355,0.8994331377777778,diagnostic,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
Zenodo 11079764,nebula,7/17/27,leakage-safe required,38882,"",,,,,,pending,no complete leakage-safe three-seed artifact found
Zenodo 11079764,ours,7,preliminary binary-stratified,50000,datasets_50k/zenodo_11079764/results/ours_metrics.json,0.9512,0.9431639601885804,0.9602666666666667,0.9516384778012685,0.9873961955555556,diagnostic,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
Zenodo 11079764,rgcn,17,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/graph_baselines/rgcn/seed_17/metrics.json,0.9351851851851852,0.9051625239005736,0.947937525030036,0.926056338028169,0.9772877678101278,usable,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
Zenodo 11079764,rgcn,27,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/graph_baselines/rgcn/seed_27/metrics.json,0.9355281207133059,0.9071017274472168,0.9463356027232679,0.9263034104272834,0.9774455583581858,usable,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
Zenodo 11079764,rgcn,7,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/graph_baselines/rgcn/seed_7/metrics.json,0.9319272976680384,0.8959276018099548,0.9515418502202643,0.9228976500291318,0.9772231625476809,usable,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
Zenodo 11079764,transformer,7,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/standard_baselines/transformer/seed_7/metrics.json,0.9159807956104252,0.8759835144248782,0.9363235883059672,0.9051490514905149,0.9641232447452684,usable,leakage-safe artifact; data checksum matches manifest; validation-selected threshold; prediction counts match 5832-record validation/test splits; config recorded
Zenodo 11079764,transformer,17,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/standard_baselines/transformer/seed_17/metrics.json,0.9026063100137174,0.8565619223659889,0.9279134961954345,0.8908112264513649,0.9598447672439311,usable,leakage-safe artifact; data checksum matches manifest; validation-selected threshold; prediction counts match 5832-record validation/test splits; config recorded
Zenodo 11079764,transformer,27,leakage-safe group/exact-sequence-disjoint,38882,datasets_50k/zenodo_11079764/results/standard_baselines/transformer/seed_27/metrics.json,0.9082647462277091,0.8644130757800892,0.9319183019623548,0.8968972827134323,0.9615627508632547,usable,leakage-safe artifact; data checksum matches manifest; validation-selected threshold; prediction counts match 5832-record validation/test splits; config recorded
